# Resultados del experimento cliente-servidor - EJ 4B
Host: 192.168.56.10, Puerto: 8080

| Modelo | Tamaño (bytes) | Tiempo write (ms) | Tiempo read (ms) | Resultado |
| CLIENTE:: | 100000 | 0.390053 | 4.694939 | OK |
| CLIENTE:: | 100000 | 0.165939 | 4.321098 | OK |
| CLIENTE:: | 100000 | 0.224829 | 5.486012 | OK |
| CLIENTE:: | 100000 | 0.169039 | 5.120993 | OK |
| CLIENTE:: | 100000 | 0.156879 | 4.058123 | OK |
| CLIENTE:: | 100000 | 0.211000 | 5.001068 | OK |
| CLIENTE:: | 100000 | 0.153780 | 4.473209 | OK |
| CLIENTE:: | 100000 | 0.319004 | 4.648924 | OK |
| CLIENTE:: | 100000 | 0.138044 | 4.554033 | OK |
| CLIENTE:: | 100000 | 0.136137 | 3.916979 | OK |
| CLIENTE:: | 100000 | 0.272036 | 4.559040 | OK |
| CLIENTE:: | 100000 | 0.166178 | 4.606962 | OK |
| CLIENTE:: | 100000 | 0.248909 | 3.411055 | OK |
| CLIENTE:: | 100000 | 0.174999 | 3.915787 | OK |
| CLIENTE:: | 100000 | 0.267982 | 3.412008 | OK |
| CLIENTE:: | 100000 | 0.132084 | 3.725052 | OK |
| CLIENTE:: | 100000 | 0.237942 | 4.167080 | OK |
| CLIENTE:: | 100000 | 0.233889 | 3.543139 | OK |
| CLIENTE:: | 100000 | 0.482082 | 3.586054 | OK |
| CLIENTE:: | 100000 | 0.185966 | 4.894018 | OK |
| CLIENTE:: | 100000 | 0.257969 | 5.083084 | OK |
| CLIENTE:: | 100000 | 0.256062 | 4.467964 | OK |
| CLIENTE:: | 100000 | 0.231028 | 3.864050 | OK |
| CLIENTE:: | 100000 | 0.138998 | 3.761053 | OK |
| CLIENTE:: | 100000 | 0.171900 | 3.348112 | OK |
| CLIENTE:: | 100000 | 0.136852 | 3.530979 | OK |
| CLIENTE:: | 100000 | 0.168800 | 3.658056 | OK |
| CLIENTE:: | 100000 | 0.163078 | 3.762960 | OK |
| CLIENTE:: | 100000 | 0.190020 | 3.952026 | OK |
| CLIENTE:: | 100000 | 0.172853 | 3.570080 | OK |
| CLIENTE:: | 100000 | 0.169992 | 3.856182 | OK |
| CLIENTE:: | 100000 | 0.138998 | 4.199982 | OK |
| CLIENTE:: | 100000 | 0.170946 | 4.240036 | OK |
| CLIENTE:: | 100000 | 0.145912 | 3.649950 | OK |
| CLIENTE:: | 100000 | 0.133991 | 3.855944 | OK |
| CLIENTE:: | 100000 | 0.165939 | 3.760099 | OK |
| CLIENTE:: | 100000 | 0.139952 | 3.281116 | OK |
| CLIENTE:: | 100000 | 0.164986 | 3.732920 | OK |
| CLIENTE:: | 100000 | 0.164986 | 3.856897 | OK |
| CLIENTE:: | 100000 | 0.135899 | 4.574060 | OK |
| CLIENTE:: | 100000 | 0.178099 | 4.122019 | OK |
| CLIENTE:: | 100000 | 0.227928 | 5.585909 | OK |
| CLIENTE:: | 100000 | 0.257015 | 7.050991 | OK |
| CLIENTE:: | 100000 | 0.217915 | 4.840136 | OK |
| CLIENTE:: | 100000 | 0.211000 | 4.378080 | OK |
| CLIENTE:: | 100000 | 0.178099 | 7.061958 | OK |
| CLIENTE:: | 100000 | 0.365019 | 5.357981 | OK |
| CLIENTE:: | 100000 | 0.174999 | 5.909204 | OK |
| CLIENTE:: | 100000 | 0.167847 | 6.323099 | OK |
| CLIENTE:: | 100000 | 0.262022 | 5.274057 | OK |
| CLIENTE:: | 100000 | 0.223160 | 4.780054 | OK |
| CLIENTE:: | 100000 | 0.164986 | 3.844023 | OK |
| CLIENTE:: | 100000 | 0.190973 | 3.837109 | OK |
| CLIENTE:: | 100000 | 0.236988 | 4.673958 | OK |
| CLIENTE:: | 100000 | 0.173092 | 3.431082 | OK |
| CLIENTE:: | 100000 | 0.176191 | 4.090786 | OK |
| CLIENTE:: | 100000 | 0.142097 | 3.710985 | OK |
| CLIENTE:: | 100000 | 0.158787 | 4.537106 | OK |
| CLIENTE:: | 100000 | 0.392199 | 4.404783 | OK |
| CLIENTE:: | 100000 | 0.180960 | 4.055977 | OK |
| CLIENTE:: | 100000 | 0.156879 | 4.414082 | OK |
| CLIENTE:: | 100000 | 0.115871 | 3.726006 | OK |
| CLIENTE:: | 100000 | 0.132799 | 3.719091 | OK |
| CLIENTE:: | 100000 | 0.169992 | 5.568027 | OK |
| CLIENTE:: | 100000 | 0.216961 | 3.797054 | OK |
| CLIENTE:: | 100000 | 0.147104 | 4.759073 | OK |
| CLIENTE:: | 100000 | 0.164032 | 5.635977 | OK |
| CLIENTE:: | 100000 | 0.216961 | 4.871130 | OK |
| CLIENTE:: | 100000 | 0.168800 | 4.242182 | OK |
| CLIENTE:: | 100000 | 0.192881 | 3.595114 | OK |
| CLIENTE:: | 100000 | 0.174046 | 4.044056 | OK |
| CLIENTE:: | 100000 | 0.152826 | 4.541159 | OK |
| CLIENTE:: | 100000 | 0.151873 | 3.751040 | OK |
| CLIENTE:: | 100000 | 0.124931 | 4.465103 | OK |
| CLIENTE:: | 100000 | 0.156164 | 3.874779 | OK |
| CLIENTE:: | 100000 | 0.198126 | 3.883839 | OK |
| CLIENTE:: | 100000 | 0.160933 | 4.804134 | OK |
| CLIENTE:: | 100000 | 0.619888 | 4.481077 | OK |
| CLIENTE:: | 100000 | 0.128031 | 3.434896 | OK |
| CLIENTE:: | 100000 | 0.154018 | 3.403902 | OK |
| CLIENTE:: | 100000 | 0.149965 | 4.311085 | OK |
| CLIENTE:: | 100000 | 0.151873 | 3.550053 | OK |
| CLIENTE:: | 100000 | 0.152826 | 3.585100 | OK |
| CLIENTE:: | 100000 | 0.598907 | 3.942966 | OK |
| CLIENTE:: | 100000 | 0.349045 | 5.179882 | OK |
| CLIENTE:: | 100000 | 0.137091 | 4.427910 | OK |
| CLIENTE:: | 100000 | 0.155926 | 3.748178 | OK |
| CLIENTE:: | 100000 | 0.138998 | 4.317045 | OK |
| CLIENTE:: | 100000 | 0.199080 | 3.953934 | OK |
| CLIENTE:: | 100000 | 0.128984 | 3.659010 | OK |
| CLIENTE:: | 100000 | 0.144005 | 4.892111 | OK |
| CLIENTE:: | 100000 | 0.148773 | 4.410028 | OK |
| CLIENTE:: | 100000 | 0.165939 | 3.915071 | OK |
| CLIENTE:: | 100000 | 0.217915 | 4.699945 | OK |
| CLIENTE:: | 100000 | 0.125885 | 4.280090 | OK |
| CLIENTE:: | 100000 | 0.220060 | 3.723860 | OK |
| CLIENTE:: | 100000 | 0.235081 | 3.729105 | OK |
| CLIENTE:: | 100000 | 0.142813 | 3.317118 | OK |
| [PROMEDIO - FINAL] CLIENTE [cantidad_bytes, promedio write, promedio read]:: | 100000 | 0.219295 | 4.394889 |

| Modelo | Tamaño (bytes) | Tiempo write (ms) | Tiempo read (ms) | Resultado |
| ------ | -------------- | ----------------- | ---------------- | --------- |
| CLIENTE:: | 1000000 | 1.703024 | 27.591944 | OK |
| CLIENTE:: | 1000000 | 2.177954 | 18.756151 | OK |
| CLIENTE:: | 1000000 | 3.444910 | 12.768984 | OK |
| CLIENTE:: | 1000000 | 0.548840 | 17.646074 | OK |
| CLIENTE:: | 1000000 | 1.003027 | 15.031099 | OK |
| CLIENTE:: | 1000000 | 0.627041 | 16.041040 | OK |
| CLIENTE:: | 1000000 | 0.579834 | 16.132116 | OK |
| CLIENTE:: | 1000000 | 0.550032 | 12.139082 | OK |
| CLIENTE:: | 1000000 | 0.721931 | 9.638071 | OK |
| CLIENTE:: | 1000000 | 0.597954 | 14.773846 | OK |
| CLIENTE:: | 1000000 | 0.651121 | 15.755892 | OK |
| CLIENTE:: | 1000000 | 1.334906 | 10.187149 | OK |
| CLIENTE:: | 1000000 | 0.566959 | 10.397911 | OK |
| CLIENTE:: | 1000000 | 0.563145 | 12.768984 | OK |
| CLIENTE:: | 1000000 | 0.977039 | 27.592897 | OK |
| CLIENTE:: | 1000000 | 1.100063 | 25.379181 | OK |
| CLIENTE:: | 1000000 | 1.032114 | 30.035973 | OK |
| CLIENTE:: | 1000000 | 0.792027 | 25.758982 | OK |
| CLIENTE:: | 1000000 | 0.654936 | 18.380165 | OK |
| CLIENTE:: | 1000000 | 1.106977 | 16.990185 | OK |
| CLIENTE:: | 1000000 | 0.582218 | 11.422873 | OK |
| CLIENTE:: | 1000000 | 0.687838 | 12.925148 | OK |
| CLIENTE:: | 1000000 | 0.666142 | 10.564804 | OK |
| CLIENTE:: | 1000000 | 0.751972 | 15.429020 | OK |
| CLIENTE:: | 1000000 | 0.561953 | 11.223078 | OK |
| CLIENTE:: | 1000000 | 0.802040 | 15.292883 | OK |
| CLIENTE:: | 1000000 | 0.523090 | 13.772011 | OK |
| CLIENTE:: | 1000000 | 1.567125 | 9.344101 | OK |
| CLIENTE:: | 1000000 | 0.563145 | 13.859034 | OK |
| CLIENTE:: | 1000000 | 0.551939 | 11.437893 | OK |
| CLIENTE:: | 1000000 | 1.287937 | 21.090984 | OK |
| CLIENTE:: | 1000000 | 0.704050 | 10.869980 | OK |
| CLIENTE:: | 1000000 | 0.681877 | 14.798164 | OK |
| CLIENTE:: | 1000000 | 0.734091 | 10.752916 | OK |
| CLIENTE:: | 1000000 | 0.948906 | 10.647058 | OK |
| CLIENTE:: | 1000000 | 0.658989 | 12.417078 | OK |
| CLIENTE:: | 1000000 | 1.394033 | 10.643959 | OK |
| CLIENTE:: | 1000000 | 0.591993 | 13.450861 | OK |
| CLIENTE:: | 1000000 | 0.602961 | 11.775017 | OK |
| CLIENTE:: | 1000000 | 0.755072 | 19.567966 | OK |
| CLIENTE:: | 1000000 | 0.566959 | 12.058973 | OK |
| CLIENTE:: | 1000000 | 1.220942 | 9.572983 | OK |
| CLIENTE:: | 1000000 | 0.773907 | 10.090113 | OK |
| CLIENTE:: | 1000000 | 0.628948 | 11.245012 | OK |
| CLIENTE:: | 1000000 | 1.564980 | 19.054174 | OK |
| CLIENTE:: | 1000000 | 0.882149 | 11.317968 | OK |
| CLIENTE:: | 1000000 | 0.730991 | 10.687828 | OK |
| CLIENTE:: | 1000000 | 0.606060 | 10.965824 | OK |
| CLIENTE:: | 1000000 | 1.114130 | 11.883974 | OK |
| CLIENTE:: | 1000000 | 1.244068 | 10.831118 | OK |
| CLIENTE:: | 1000000 | 0.789165 | 10.406017 | OK |
| CLIENTE:: | 1000000 | 0.607014 | 12.292862 | OK |
| CLIENTE:: | 1000000 | 1.754999 | 18.038034 | OK |
| CLIENTE:: | 1000000 | 1.644135 | 10.162830 | OK |
| CLIENTE:: | 1000000 | 1.087904 | 17.843008 | OK |
| CLIENTE:: | 1000000 | 0.792980 | 21.326065 | OK |
| CLIENTE:: | 1000000 | 0.727892 | 19.286156 | OK |
| CLIENTE:: | 1000000 | 0.640154 | 21.620989 | OK |
| CLIENTE:: | 1000000 | 0.978947 | 13.341188 | OK |
| CLIENTE:: | 1000000 | 0.857115 | 13.397932 | OK |
| CLIENTE:: | 1000000 | 1.054049 | 11.977911 | OK |
| CLIENTE:: | 1000000 | 0.890017 | 11.376858 | OK |
| CLIENTE:: | 1000000 | 0.594139 | 13.465881 | OK |
| CLIENTE:: | 1000000 | 0.904083 | 15.202999 | OK |
| CLIENTE:: | 1000000 | 0.802040 | 16.742945 | OK |
| CLIENTE:: | 1000000 | 0.838995 | 22.948980 | OK |
| CLIENTE:: | 1000000 | 1.287937 | 16.546011 | OK |
| CLIENTE:: | 1000000 | 0.875950 | 15.568972 | OK |
| CLIENTE:: | 1000000 | 0.887871 | 20.445108 | OK |
| CLIENTE:: | 1000000 | 1.013041 | 23.606062 | OK |
| CLIENTE:: | 1000000 | 0.974894 | 15.110970 | OK |
| CLIENTE:: | 1000000 | 0.928879 | 14.796972 | OK |
| CLIENTE:: | 1000000 | 1.134872 | 24.036169 | OK |
| CLIENTE:: | 1000000 | 0.771999 | 20.811796 | OK |
| CLIENTE:: | 1000000 | 0.735998 | 13.156176 | OK |
| CLIENTE:: | 1000000 | 1.183987 | 18.049002 | OK |
| CLIENTE:: | 1000000 | 0.865936 | 22.830009 | OK |
| CLIENTE:: | 1000000 | 1.147032 | 15.319109 | OK |
| CLIENTE:: | 1000000 | 0.828981 | 13.891935 | OK |
| CLIENTE:: | 1000000 | 0.730991 | 19.935131 | OK |
| CLIENTE:: | 1000000 | 1.019955 | 15.617132 | OK |
| CLIENTE:: | 1000000 | 1.076937 | 14.852047 | OK |
| CLIENTE:: | 1000000 | 0.885010 | 13.933182 | OK |
| CLIENTE:: | 1000000 | 1.095057 | 13.708830 | OK |
| CLIENTE:: | 1000000 | 1.373053 | 16.061068 | OK |
| CLIENTE:: | 1000000 | 1.005888 | 13.019085 | OK |
| CLIENTE:: | 1000000 | 1.041174 | 16.336918 | OK |
| CLIENTE:: | 1000000 | 1.061916 | 19.315958 | OK |
| CLIENTE:: | 1000000 | 1.224995 | 23.941994 | OK |
| CLIENTE:: | 1000000 | 0.965834 | 12.052059 | OK |
| CLIENTE:: | 1000000 | 0.948906 | 11.739016 | OK |
| CLIENTE:: | 1000000 | 1.110077 | 12.443066 | OK |
| CLIENTE:: | 1000000 | 0.717878 | 12.895107 | OK |
| CLIENTE:: | 1000000 | 1.248121 | 9.776831 | OK |
| CLIENTE:: | 1000000 | 0.818968 | 11.301994 | OK |
| CLIENTE:: | 1000000 | 0.916004 | 10.085106 | OK |
| CLIENTE:: | 1000000 | 0.771046 | 11.913061 | OK |
| CLIENTE:: | 1000000 | 1.102209 | 10.572910 | OK |
| CLIENTE:: | 1000000 | 0.622988 | 10.270834 | OK |
| CLIENTE:: | 1000000 | 0.957966 | 10.409117 | OK |
| [PROMEDIO - FINAL] CLIENTE [cantidad_bytes, promedio write, promedio read]:: | 1000000 | 0.939803 | 15.065379 |

